Row,id10994,id10995,id10996,id10997,id10998,id10999,id11003,id11005,id11006,id11544,id11547,id11548,id11549,id11552,id11942,id11943,id11944,id11945,id11947,id11949,id11951,id12119,id12655,id13161,id13186,id13312,id13313,id13527,id13528,id13835,id13948,id13950,id13952,id13964,id14651,id14652,id14653,id14654,id14655,id14656,id14657,id14658,id14659,id14660,id14661,id14662,id16042,id16276,id16311,id16966,id16967,id16968,id16969,id16970,id16971,id16972,id16973,id16974,id16975,id16976,id16977,id16978,id16979,id16980,id16981,id16982,id16984,id16985,id16986,id16987,id16988,id16989,id16990,id16991,id16992,id16993,id17718,id17872,id17944,id2378,id524,id551,id589,id592,id612,id614,id621,id634,id636,id849,id854,id857,id859,id861,id864,id866,id869,id870
id16992,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0,1,1,0,NaN,0.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,0,1,NaN,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN
id16993,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,0,1,NaN,NaN,NaN,0,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,1,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,0,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN
id17718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1
id17872,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,0.5,0,NaN,NaN,1,NaN,0.5,0,NaN,0.5,NaN,NaN,NaN,NaN,0,NaN,NaN,1,NaN,0,1,NaN,NaN,0,0,0,NaN,NaN,1,NaN,NaN,0,0,1,0.333333333333333,NaN,NaN,0.5,0.333333333333333,NaN,NaN,NaN,NaN,1,0.5,NaN,0,NaN,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,0.5,NaN,NaN,NaN
id17944,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,1,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,0.5,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN
id2378,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,0,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1
id524,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
id551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,1,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0.5,NaN,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,NaN
id589,NaN,NaN,0,0,NaN,1,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,1,0,NaN,NaN,NaN,1,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0.5,NaN,NaN,0,NaN,NaN,0,0,NaN,0,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
id592,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0.5,NaN,0,NaN,1,NaN,0.333333333333333,0,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,NaN,1,NaN,NaN,NaN,0.5,NaN,NaN,0.5,1,NaN,NaN,NaN,NaN,1,1,1,NaN,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0.5,NaN,0.5,NaN,NaN,NaN
id612,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,0.666666666666667,1,NaN,0.5,NaN,NaN,1,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,1,0.666666666666667,NaN,NaN,0.666666666666667,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,0.666666666666667,1,NaN,NaN,NaN,NaN,1,NaN,NaN
id614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN
id621,0,NaN,0,NaN,0,0,0,NaN,NaN,NaN,1,NaN,0,0.5,1,NaN,NaN,NaN,NaN,0.5,1,NaN,NaN,NaN,0,NaN,1,NaN,0,NaN,0,0,NaN,NaN,NaN,1,0,NaN,NaN,NaN,0,NaN,1,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,1,0,NaN,1,1,0,NaN,0,NaN,NaN,NaN,0,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN
id634,1,NaN,NaN,NaN,1,0.75,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,1,0.75,1,NaN,0.5,NaN,1,1,0.666666666666667,NaN,NaN,NaN,0,NaN,NaN,0.666666666666667,1,0.666666666666667,NaN,NaN,0.666666666666667,NaN,NaN,0.666666666666667,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,1,1,1,NaN,1,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,0.666666666666667,1,1,NaN,NaN,NaN,1,1,NaN
id636,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0,1,NaN,NaN,NaN,0.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
id849,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0.333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0.333333333333333,NaN,NaN,NaN,1,1,NaN,0.666666666666667,NaN,NaN,0.666666666666667,0.333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0.5,1,NaN,NaN,0.333333333333333,NaN,NaN,0.333333333333333,NaN,NaN,1,1,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,0,NaN,NaN,0.5,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,0.666666666666667,NaN,1,0.75,NaN,NaN,NaN,NaN,0.666666666666667,NaN,1
id854,NaN,NaN,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,0.666666666666667,1,NaN,0.666666666666667,NaN,NaN,1,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,0.75,1,0.666666666666667,NaN,NaN,0.666666666666667,NaN,NaN,0.666666666666667,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,0.75,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,0.75,1,NaN,NaN,NaN,NaN,1,NaN,1
id857,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,0,NaN,0,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,0,NaN,NaN,1,NaN,0,1,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0.2,NaN,1,1,0.5,1,NaN,NaN,0,1,1,1,NaN,NaN,0,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.5,NaN
id859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,0.25,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,1,NaN,0,1,1,NaN,NaN,NaN,NaN,0.5,1,NaN,NaN,0,NaN,0.5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN
id861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN
id864,NaN,NaN,1,1,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,NaN,0,1,NaN,NaN,1,0,1,1,NaN,NaN,1,1,1,NaN,NaN,NaN,1,NaN,NaN,1,0,NaN,NaN,0.25,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0.5,NaN,0,NaN,NaN,NaN,1,NaN,0,1,1,NaN,1,1,NaN,0.5,1,NaN,NaN,0,0,0.5,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN
id866,NaN,NaN,NaN,NaN,1,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,0.666666666666667,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,0.666666666666667,NaN,NaN,NaN,0.666666666666667,1,0,0.5,NaN,NaN,1,0.666666666666667,NaN,1,NaN,NaN,NaN,NaN,0.666666666666667,1,0.666666666666667,1,NaN,0.666666666666667,NaN,NaN,0.666666666666667,NaN,NaN,0,NaN,NaN,1,NaN,NaN,NaN,NaN,0,NaN,1,NaN,NaN,1,0,NaN,0.666666666666667,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,0.666666666666667,1,1,NaN,NaN,NaN,1,NaN,NaN
id869,0.5,NaN,NaN,NaN,0.5,0.5,0,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0.5,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.5,NaN,NaN,NaN,0.5,NaN,0.5,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,1,NaN
id870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1
